Trial_ID,Group_size,Fish_ID,In,Out,Duration
during-5-0712,5,3,203,206,3
during-5-0712,5,3,239,250,11
during-5-0712,5,3,275,286,11
during-5-0712,5,3,352,364,12
during-5-0712,5,4,36,46,10
during-5-0712,5,4,80,81,1
during-5-0712,5,4,124,128,4
during-5-0712,5,4,143,151,8
during-5-0712,5,4,153,154,1
during-5-0712,5,4,156,157,1
during-5-0712,5,4,179,186,7
during-5-0712,5,4,203,206,3
during-5-0712,5,4,239,250,11
during-5-0712,5,4,276,285,9
during-5-0712,5,4,333,363,30
during-5-0712,5,4,366,370,4
during-5-0712,5,4,409,411,2
during-5-1412,5,0,0,5,5
during-5-1412,5,0,9,14,5
during-5-1412,5,0,16,21,5
during-5-1412,5,0,41,46,5
during-5-1412,5,0,158,169,11
during-5-1412,5,0,209,214,5
during-5-1412,5,0,226,231,5
during-5-1412,5,0,239,255,16
during-5-1412,5,0,269,271,2
during-5-1412,5,0,272,280,8
during-5-1412,5,0,293,407,114
during-5-1412,5,1,19,22,3
during-5-1412,5,1,48,49,1
during-5-1412,5,1,54,62,8
during-5-1412,5,1,96,102,6
during-5-1412,5,1,120,230,110
during-5-1412,5,1,233,236,3
during-5-1412,5,1,242,256,14
during-5-1412,5,1,269,271,2
during-5-1412,5,1,273,280,7
during-5-1412,5,1,289,292,3
during-5-1412,5,1,295,301,6
during-5-1412,5,1,309,341,32
during-5-1412,5,2,8,9,1
during-5-1412,5,2,16,22,6
during-5-1412,5,2,45,48,3
during-5-1412,5,2,188,205,17
during-5-1412,5,2,235,238,3
during-5-1412,5,2,241,256,15
during-5-1412,5,2,272,275,3
during-5-1412,5,3,16,22,6
during-5-1412,5,3,217,221,4
during-5-1412,5,3,238,241,3
during-5-1412,5,3,243,255,12
during-5-1412,5,3,269,271,2
during-5-1412,5,3,272,280,8
during-5-1412,5,3,308,340,32
during-5-1412,5,3,386,404,18
during-5-1412,5,3,410,417,7
during-5-1412,5,4,12,15,3
during-5-1412,5,4,17,23,6
during-5-1412,5,4,26,27,1
during-5-1412,5,4,42,45,3
during-5-1412,5,4,92,94,2
during-5-1412,5,4,129,212,83
during-5-1412,5,4,216,226,10
during-5-1412,5,4,233,236,3
during-5-1412,5,4,239,285,46
during-5-1412,5,4,337,345,8
during-5-1412,5,4,410,417,7
during-5-1012,5,0,32,33,1
during-5-1012,5,0,35,42,7
during-5-1012,5,0,347,396,49
during-5-1012,5,0,398,399,1
during-5-1012,5,1,0,4,4
during-5-1012,5,1,12,15,3
during-5-1012,5,1,25,42,17
during-5-1012,5,1,347,349,2
during-5-1012,5,1,350,394,44
during-5-1012,5,1,409,410,1
during-5-1012,5,2,11,12,1
during-5-1012,5,2,25,42,17
during-5-1012,5,2,121,124,3
during-5-1012,5,2,150,151,1
during-5-1012,5,2,226,255,29
during-5-1012,5,2,283,286,3
during-5-1012,5,2,347,395,48
during-5-1012,5,2,397,398,1
during-5-1012,5,2,408,409,1
during-5-1012,5,3,11,16,5
during-5-1012,5,3,32,35,3
during-5-1012,5,3,91,92,1
during-5-1012,5,3,346,394,48
during-5-1012,5,3,395,396,1
during-5-1012,5,3,408,411,3
during-5-1012,5,4,25,27,2
during-5-1012,5,4,40,42,2
during-5-1012,5,4,346,396,50
during-5-1012,5,4,409,411,2
during-5-0412,5,0,0,7,7
during-5-0412,5,0,79,94,15
during-5-0412,5,0,103,114,11
during-5-0412,5,0,129,153,24
during-5-0412,5,0,160,169,9
during-5-0412,5,0,179,188,9
during-5-0412,5,0,190,196,6
during-5-0412,5,0,252,260,8
during-5-0412,5,0,293,318,25
during-5-0412,5,0,354,360,6
during-5-0412,5,1,6,9,3
during-5-0412,5,1,80,97,17
during-5-0412,5,1,104,114,10
during-5-0412,5,1,130,153,23
during-5-0412,5,1,159,170,11
during-5-0412,5,1,180,189,9
during-5-0412,5,1,191,195,4
during-5-0412,5,1,252,260,8
during-5-0412,5,1,354,355,1
during-5-0412,5,1,356,359,3
during-5-0412,5,2,15,17,2
during-5-0412,5,2,81,96,15
during-5-0412,5,2,102,103,1
during-5-0412,5,2,104,114,10
during-5-0412,5,2,129,154,25
during-5-0412,5,2,159,169,10
during-5-0412,5,2,180,196,16
during-5-0412,5,2,252,260,8
during-5-0412,5,2,354,359,5
during-5-0412,5,3,6,10,4
during-5-0412,5,3,79,95,16
during-5-0412,5,3,103,114,11
during-5-0412,5,3,129,159,30
during-5-0412,5,3,160,169,9
during-5-0412,5,3,178,188,10
during-5-0412,5,3,190,195,5
during-5-0412,5,3,254,259,5
during-5-0412,5,3,354,359,5
during-5-0412,5,4,78,95,17
during-5-0412,5,4,102,114,12
during-5-0412,5,4,129,150,21
during-5-0412,5,4,158,169,11
during-5-0412,5,4,181,188,7
during-5-0412,5,4,192,196,4
during-5-0412,5,4,213,217,4
during-5-0412,5,4,252,260,8
during-5-0412,5,4,354,359,5
